102201	1	http%3A%2F%2Fwww.huffingtonpost.com%2Fmobileweb%2F2011%2F12%2F28%2Fbestselling-books-of-2011_n_1173104.html
START	1350937750606
Scroll	1350937757795	36	0
Scroll	1350937757858	71	0
Scroll	1350937757914	133	0
Scroll	1350937757987	184	0
Scroll	1350937758075	225	0
Scroll	1350937758123	249	0
Scroll	1350937758188	261	0
Scroll	1350937758229	279	0
Scroll	1350937758287	293	0
Scroll	1350937758352	296	0
Scroll	1350937758480	297	0
Scroll	1350937758899	323	0
Scroll	1350937758980	348	0
Scroll	1350937759025	384	0
Scroll	1350937759053	401	0
Scroll	1350937759123	426	0
Scroll	1350937759160	447	0
Scroll	1350937759215	466	0
Scroll	1350937759287	484	0
Scroll	1350937759350	497	0
Scroll	1350937759400	507	0
Scroll	1350937759434	512	0
Scroll	1350937759493	515	0
Scroll	1350937759546	517	0
Scroll	1350937759621	520	0
Scroll	1350937759668	522	0
Scroll	1350937759737	524	0
Scroll	1350937759781	529	0
Scroll	1350937759812	530	0
Scroll	1350937759868	533	0
Scroll	1350937759905	535	0
Scroll	1350937759966	537	0
Scroll	1350937760007	540	0
Scroll	1350937760041	541	0
Scroll	1350937760120	542	0
Scroll	1350937760215	545	0
Scroll	1350937760267	546	0
Scroll	1350937760342	547	0
Scroll	1350937761009	577	0
Scroll	1350937761068	591	0
Scroll	1350937761109	606	0
Scroll	1350937763031	1025	0
Scroll	1350937763074	1027	0
Scroll	1350937764321	1058	0
Scroll	1350937764377	1088	0
Scroll	1350937764442	1102	0
Scroll	1350937764468	1114	0
Scroll	1350937764530	1128	0
Scroll	1350937764577	1156	0
Scroll	1350937764621	1160	0
Scroll	1350937764671	1165	0
Scroll	1350937764702	1168	0
Scroll	1350937764943	1167	0
Scroll	1350937764995	1166	0
Scroll	1350937765021	1163	0
Scroll	1350937765116	1162	0
Scroll	1350937765235	1159	0
Scroll	1350937765287	1153	0
Scroll	1350937765332	1147	0
Scroll	1350937765377	1135	0
Scroll	1350937765407	1126	0
Scroll	1350937765475	1106	0
Scroll	1350937765518	1090	0
Scroll	1350937765571	1075	0
Scroll	1350937765616	1060	0
Scroll	1350937765648	1058	0
Scroll	1350937765694	1053	0
Scroll	1350937765737	1051	0
Scroll	1350937765836	1049	0
Scroll	1350937765877	1048	0
Scroll	1350937765997	1047	0
Scroll	1350937766094	1046	0
Scroll	1350937766201	1045	0
Scroll	1350937766321	1044	0
Scroll	1350937766819	1043	0
Scroll	1350937767092	1045	0
Scroll	1350937767176	1046	0
Scroll	1350937767235	1047	0
Scroll	1350937767366	1048	0
Scroll	1350937767402	1049	0
Scroll	1350937767517	1051	0
Scroll	1350937767617	1052	0
Scroll	1350937767648	1053	0
Scroll	1350937767699	1054	0
Scroll	1350937767742	1056	0
Scroll	1350937767790	1057	0
Scroll	1350937767844	1059	0
Scroll	1350937767889	1062	0
Scroll	1350937768075	1078	0
Scroll	1350937768114	1085	0
Scroll	1350937768148	1089	0
Scroll	1350937768191	1096	0
Scroll	1350937768244	1102	0
Scroll	1350937768282	1111	0
Scroll	1350937768349	1117	0
Scroll	1350937768392	1120	0
Scroll	1350937768439	1127	0
