102201	1	http%3A%2F%2Fwww.nytimes.com%2Fbest-sellers-books%2Foverview.html
START	1350937708985
Scroll	1350937717876	27	0
Scroll	1350937717990	45	0
Scroll	1350937718153	75	0
Scroll	1350937718255	107	0
Scroll	1350937718405	129	0
Scroll	1350937718479	154	0
Scroll	1350937718583	174	0
Scroll	1350937718672	182	0
Scroll	1350937718755	191	0
Scroll	1350937718814	197	0
Scroll	1350937718899	204	0
Scroll	1350937718984	209	0
Scroll	1350937719070	215	0
Scroll	1350937719140	217	0
Scroll	1350937719206	220	0
Scroll	1350937719445	221	0
Scroll	1350937719659	219	0
Scroll	1350937719732	218	0
Scroll	1350937719782	217	0
Scroll	1350937721018	243	0
Scroll	1350937721120	252	0
Scroll	1350937721223	258	0
Scroll	1350937721301	265	0
Scroll	1350937721401	269	0
Scroll	1350937721491	271	0
Scroll	1350937721593	273	0
Scroll	1350937722541	264	0
Scroll	1350937722622	257	0
Scroll	1350937722690	253	0
Scroll	1350937722768	252	0
Scroll	1350937722846	248	0
Scroll	1350937722954	243	0
Scroll	1350937723028	242	0
Scroll	1350937723534	244	0
Scroll	1350937725499	272	0
Scroll	1350937725533	287	0
Scroll	1350937725564	295	0
Scroll	1350937725597	304	0
Scroll	1350937725632	315	0
Scroll	1350937725672	332	0
Scroll	1350937725701	341	0
Scroll	1350937725738	351	0
Scroll	1350937725764	353	0
Scroll	1350937725793	355	0
Scroll	1350937725821	356	0
Scroll	1350937725850	358	0
Scroll	1350937725881	359	0
Scroll	1350937725965	360	0
Scroll	1350937726635	357	0
Scroll	1350937726705	349	0
Scroll	1350937726760	346	0
Scroll	1350937726787	343	0
Scroll	1350937726817	339	0
Scroll	1350937726846	331	0
Scroll	1350937726883	319	0
Scroll	1350937726914	306	0
Scroll	1350937726944	295	0
Scroll	1350937726977	280	0
Scroll	1350937727006	272	0
Scroll	1350937727035	261	0
Scroll	1350937727064	248	0
Scroll	1350937727097	237	0
Scroll	1350937727125	230	0
Scroll	1350937727154	226	0
Scroll	1350937727321	224	0
Scroll	1350937728303	228	0
Scroll	1350937728352	238	0
Scroll	1350937728386	241	0
Scroll	1350937728428	244	0
Scroll	1350937728456	245	0
Scroll	1350937728496	246	0
Scroll	1350937728660	247	0
Scroll	1350937728963	248	0
Scroll	1350937729172	361	0
Scroll	1350937729228	405	0
Scroll	1350937729259	423	0
Scroll	1350937729306	438	0
Scroll	1350937729336	445	0
Scroll	1350937729366	450	0
Scroll	1350937729395	455	0
Scroll	1350937729436	459	0
Scroll	1350937729462	460	0
Scroll	1350937729495	462	0
Scroll	1350937729523	463	0
Scroll	1350937729557	465	0
Scroll	1350937729587	467	0
Scroll	1350937729632	469	0
Scroll	1350937729691	465	0
Scroll	1350937729725	463	0
Scroll	1350937730276	496	0
Scroll	1350937730311	541	0
Scroll	1350937730342	569	0
Scroll	1350937730380	610	0
Scroll	1350937730410	635	0
Scroll	1350937730449	651	0
Scroll	1350937730485	672	0
Scroll	1350937730528	697	0
Scroll	1350937730562	708	0
Scroll	1350937730639	707	0
Scroll	1350937730669	701	0
Scroll	1350937736452	674	0
Scroll	1350937736549	584	0
Scroll	1350937736587	578	0
Scroll	1350937736625	556	0
Scroll	1350937736660	536	0
Scroll	1350937736695	518	0
Scroll	1350937736728	503	0
Scroll	1350937736761	490	0
Scroll	1350937736794	477	0
Scroll	1350937736839	463	0
Scroll	1350937736873	454	0
Scroll	1350937736908	447	0
Scroll	1350937736941	442	0
Scroll	1350937736974	438	0
Scroll	1350937737007	435	0
Scroll	1350937737130	412	0
Scroll	1350937737166	377	0
Scroll	1350937737199	330	0
Scroll	1350937737229	291	0
Scroll	1350937737255	215	0
Scroll	1350937737284	210	0
Scroll	1350937737320	165	0
Scroll	1350937737344	133	0
Scroll	1350937737369	104	0
Scroll	1350937737395	74	0
Scroll	1350937737420	44	0
Scroll	1350937737449	12	0
Scroll	1350937737481	0	0
END	1350937739216
